Indicator,S.No.,Parameters,Type,District,Value
M16 [Details of deaths reported with probable causes:],16.3.1,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,Kancheepuram,6.0
M16 [Details of deaths reported with probable causes:],16.3.2,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,Kancheepuram,0.0
M16 [Details of deaths reported with probable causes:],16.3.3,Number of Infant Deaths (1 -12 months) due to Fever related,TOTAL,Kancheepuram,0.0
M16 [Details of deaths reported with probable causes:],16.3.4,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,Kancheepuram,0.0
M16 [Details of deaths reported with probable causes:],16.3.5,Number of Infant Deaths (1 -12 months) due to Others,TOTAL,Kancheepuram,20.0
M16 [Details of deaths reported with probable causes:],16.4.1,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,Kancheepuram,0.0
M16 [Details of deaths reported with probable causes:],16.4.2,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,Kancheepuram,0.0
M16 [Details of deaths reported with probable causes:],16.4.3,Number of Child Deaths (1 -5 years) due to Fever related,TOTAL,Kancheepuram,0.0
M16 [Details of deaths reported with probable causes:],16.4.4,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,Kancheepuram,0.0
M16 [Details of deaths reported with probable causes:],16.4.5,Number of Child Deaths (1 -5 years) due to Others,TOTAL,Kancheepuram,20.0
M16 [Details of deaths reported with probable causes:],16.5.1,Number of Maternal Deaths due to Bleeding,TOTAL,Kancheepuram,1.0
M16 [Details of deaths reported with probable causes:],16.5.2,Number of Maternal Deaths due to High fever,TOTAL,Kancheepuram,0.0
M16 [Details of deaths reported with probable causes:],16.5.3,Number of Maternal Deaths due to Abortion,TOTAL,Kancheepuram,0.0
M16 [Details of deaths reported with probable causes:],16.5.4,Number of Maternal Deaths due to Obstructed/prolonged labour,TOTAL,Kancheepuram,0.0
M16 [Details of deaths reported with probable causes:],16.5.5,Number of Maternal Deaths due to Severe hypertesnion/fits,TOTAL,Kancheepuram,1.0
M16 [Details of deaths reported with probable causes:],16.5.6,Number of Maternal Deaths due to Other Causes (including causes not known),TOTAL,Kancheepuram,4.0
M16 [Details of deaths reported with probable causes:],16.6,Total Facility Based Maternal Death Reviews (FBMDR) done,TOTAL,Kancheepuram,0.0
M16 [Details of deaths reported with probable causes:],16.7.1,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,Kancheepuram,6.0
M16 [Details of deaths reported with probable causes:],16.7.2,Number of Adolscent / Adult deaths due to Tuberculosis,TOTAL,Kancheepuram,5.0
M16 [Details of deaths reported with probable causes:],16.7.3,Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB),TOTAL,Kancheepuram,67.0
M16 [Details of deaths reported with probable causes:],16.7.4,Number of Adolscent / Adult deaths due to Other Fever Related,TOTAL,Kancheepuram,24.0
M16 [Details of deaths reported with probable causes:],16.7.5,Number of Adolscent / Adult deaths due to HIV/AIDS,TOTAL,Kancheepuram,1.0
M16 [Details of deaths reported with probable causes:],16.7.6,Number of Adolscent / Adult deaths due to Heart disease/Hypertension related,TOTAL,Kancheepuram,1428.0
M16 [Details of deaths reported with probable causes:],16.7.7,Number of Adolscent / Adult deaths due to Cancer,TOTAL,Kancheepuram,150.0
M16 [Details of deaths reported with probable causes:],16.7.8,Number of Adolscent / Adult deaths due to Neurological disease including strokes,TOTAL,Kancheepuram,77.0
M16 [Details of deaths reported with probable causes:],16.7.9,Number of Adolscent / Adult deaths due to Accidents/Burn cases,TOTAL,Kancheepuram,277.0
M16 [Details of deaths reported with probable causes:],16.7.10,Number of Adolscent / Adult deaths due to Suicide,TOTAL,Kancheepuram,163.0
M16 [Details of deaths reported with probable causes:],16.7.11,Number of Adolscent / Adult deaths due to Animal bites and stings,TOTAL,Kancheepuram,38.0
M16 [Details of deaths reported with probable causes:],16.7.12,Number of Adolscent / Adult deaths due to Known Acute Disease,TOTAL,Kancheepuram,73.0
M16 [Details of deaths reported with probable causes:],16.7.13,Number of Adolscent / Adult deaths due to Known Chronic Disease,TOTAL,Kancheepuram,350.0
M16 [Details of deaths reported with probable causes:],16.7.14,Number of Adolscent / Adult deaths due to Causes not known,TOTAL,Kancheepuram,1278.0
M16 [Details of deaths reported with probable causes:],16.8.1,Number of Deaths due to Malaria- Plasmodium Vivax,TOTAL,Kancheepuram,0.0
M16 [Details of deaths reported with probable causes:],16.8.2,Number of Deaths due to Malaria- Plasmodium Falciparum,TOTAL,Kancheepuram,0.0
M16 [Details of deaths reported with probable causes:],16.8.3,Number of Deaths due to Kala Azar,TOTAL,Kancheepuram,0.0
M16 [Details of deaths reported with probable causes:],16.8.4,Number of Deaths due to Dengue,TOTAL,Kancheepuram,0.0
M16 [Details of deaths reported with probable causes:],16.8.5,Number of Deaths due to Acute Encephelitis Syndrome (AES),TOTAL,Kancheepuram,0.0
M16 [Details of deaths reported with probable causes:],16.8.6,Number of Deaths due to Japanese Encephalitis (JE),TOTAL,Kancheepuram,0.0
M17 [Vaccines],17.1,Vaccine - DPT,1. Balance From Previous Month,Kancheepuram,138780.0
M17 [Vaccines],17.1,Vaccine - DPT,2. Stocks Received,Kancheepuram,123800.0
M17 [Vaccines],17.1,Vaccine - DPT,3. Unusable Stock,Kancheepuram,0.0
M17 [Vaccines],17.1,Vaccine - DPT,4. Stock Distributed,Kancheepuram,127240.0
M17 [Vaccines],17.1,Vaccine - DPT,5. Total Stock,Kancheepuram,135340.0
M17 [Vaccines],17.2,Vaccine - Pentavalent,1. Balance From Previous Month,Kancheepuram,143960.0
M17 [Vaccines],17.2,Vaccine - Pentavalent,2. Stocks Received,Kancheepuram,123400.0
M17 [Vaccines],17.2,Vaccine - Pentavalent,3. Unusable Stock,Kancheepuram,0.0
M17 [Vaccines],17.2,Vaccine - Pentavalent,4. Stock Distributed,Kancheepuram,131953.0
M17 [Vaccines],17.2,Vaccine - Pentavalent,5. Total Stock,Kancheepuram,135407.0
M17 [Vaccines],17.3,Vaccine - OPV,1. Balance From Previous Month,Kancheepuram,271560.0
M17 [Vaccines],17.3,Vaccine - OPV,2. Stocks Received,Kancheepuram,243000.0
M17 [Vaccines],17.3,Vaccine - OPV,3. Unusable Stock,Kancheepuram,0.0
M17 [Vaccines],17.3,Vaccine - OPV,4. Stock Distributed,Kancheepuram,267200.0
M17 [Vaccines],17.3,Vaccine - OPV,5. Total Stock,Kancheepuram,247360.0
M17 [Vaccines],17.4,Vaccine - TT,1. Balance From Previous Month,Kancheepuram,119870.0
M17 [Vaccines],17.4,Vaccine - TT,2. Stocks Received,Kancheepuram,194000.0
M17 [Vaccines],17.4,Vaccine - TT,3. Unusable Stock,Kancheepuram,0.0
M17 [Vaccines],17.4,Vaccine - TT,4. Stock Distributed,Kancheepuram,199480.0
M17 [Vaccines],17.4,Vaccine - TT,5. Total Stock,Kancheepuram,114390.0
M17 [Vaccines],17.5,Vaccine - DT,1. Balance From Previous Month,Kancheepuram,0.0
M17 [Vaccines],17.5,Vaccine - DT,2. Stocks Received,Kancheepuram,0.0
M17 [Vaccines],17.5,Vaccine - DT,3. Unusable Stock,Kancheepuram,0.0
M17 [Vaccines],17.5,Vaccine - DT,4. Stock Distributed,Kancheepuram,0.0
M17 [Vaccines],17.5,Vaccine - DT,5. Total Stock,Kancheepuram,0.0
M17 [Vaccines],17.6,Vaccine - BCG,1. Balance From Previous Month,Kancheepuram,57680.0
M17 [Vaccines],17.6,Vaccine - BCG,2. Stocks Received,Kancheepuram,52800.0
M17 [Vaccines],17.6,Vaccine - BCG,3. Unusable Stock,Kancheepuram,0.0
M17 [Vaccines],17.6,Vaccine - BCG,4. Stock Distributed,Kancheepuram,54490.0
M17 [Vaccines],17.6,Vaccine - BCG,5. Total Stock,Kancheepuram,55990.0
M17 [Vaccines],17.7,Vaccine - Measles,1. Balance From Previous Month,Kancheepuram,0.0
M17 [Vaccines],17.7,Vaccine - Measles,2. Stocks Received,Kancheepuram,0.0
M17 [Vaccines],17.7,Vaccine - Measles,3. Unusable Stock,Kancheepuram,0.0
M17 [Vaccines],17.7,Vaccine - Measles,4. Stock Distributed,Kancheepuram,0.0
M17 [Vaccines],17.7,Vaccine - Measles,5. Total Stock,Kancheepuram,0.0
M17 [Vaccines],17.8,Vaccine - JE,1. Balance From Previous Month,Kancheepuram,0.0
M17 [Vaccines],17.8,Vaccine - JE,2. Stocks Received,Kancheepuram,0.0
M17 [Vaccines],17.8,Vaccine - JE,3. Unusable Stock,Kancheepuram,0.0
M17 [Vaccines],17.8,Vaccine - JE,4. Stock Distributed,Kancheepuram,0.0
M17 [Vaccines],17.8,Vaccine - JE,5. Total Stock,Kancheepuram,0.0
M17 [Vaccines],17.9,Vaccine - Hepatitis B,1. Balance From Previous Month,Kancheepuram,40730.0
M17 [Vaccines],17.9,Vaccine - Hepatitis B,2. Stocks Received,Kancheepuram,25700.0
M17 [Vaccines],17.9,Vaccine - Hepatitis B,3. Unusable Stock,Kancheepuram,0.0
M17 [Vaccines],17.9,Vaccine - Hepatitis B,4. Stock Distributed,Kancheepuram,31680.0
M17 [Vaccines],17.9,Vaccine - Hepatitis B,5. Total Stock,Kancheepuram,34750.0
M17 [Vaccines],17.1,Vaccine - Typhoid,1. Balance From Previous Month,Kancheepuram,0.0
M17 [Vaccines],17.1,Vaccine - Typhoid,2. Stocks Received,Kancheepuram,0.0
M17 [Vaccines],17.1,Vaccine - Typhoid,3. Unusable Stock,Kancheepuram,0.0
M17 [Vaccines],17.1,Vaccine - Typhoid,4. Stock Distributed,Kancheepuram,0.0
M17 [Vaccines],17.1,Vaccine - Typhoid,5. Total Stock,Kancheepuram,0.0
M17 [Vaccines],17.11,Vaccine - Vitamin K,1. Balance From Previous Month,Kancheepuram,0.0
M17 [Vaccines],17.11,Vaccine - Vitamin K,2. Stocks Received,Kancheepuram,0.0
M17 [Vaccines],17.11,Vaccine - Vitamin K,3. Unusable Stock,Kancheepuram,0.0
M17 [Vaccines],17.11,Vaccine - Vitamin K,4. Stock Distributed,Kancheepuram,0.0
M17 [Vaccines],17.11,Vaccine - Vitamin K,5. Total Stock,Kancheepuram,0.0
M17 [Vaccines],17.12,Rotavirus,1. Balance From Previous Month,Kancheepuram,23540.0
M17 [Vaccines],17.12,Rotavirus,2. Stocks Received,Kancheepuram,169900.0
M17 [Vaccines],17.12,Rotavirus,3. Unusable Stock,Kancheepuram,0.0
M17 [Vaccines],17.12,Rotavirus,4. Stock Distributed,Kancheepuram,171060.0
M17 [Vaccines],17.12,Rotavirus,5. Total Stock,Kancheepuram,22380.0
M17 [Vaccines],17.13,Inactivated Polio Vaccine,1. Balance From Previous Month,Kancheepuram,23450.0
M17 [Vaccines],17.13,Inactivated Polio Vaccine,2. Stocks Received,Kancheepuram,109450.0
M17 [Vaccines],17.13,Inactivated Polio Vaccine,3. Unusable Stock,Kancheepuram,0.0
M17 [Vaccines],17.13,Inactivated Polio Vaccine,4. Stock Distributed,Kancheepuram,117535.0
M17 [Vaccines],17.13,Inactivated Polio Vaccine,5. Total Stock,Kancheepuram,15365.0
M17 [Vaccines],17.14,Measles Rubella (MR),1. Balance From Previous Month,Kancheepuram,46490.0
M17 [Vaccines],17.14,Measles Rubella (MR),2. Stocks Received,Kancheepuram,156500.0
M17 [Vaccines],17.14,Measles Rubella (MR),3. Unusable Stock,Kancheepuram,0.0
M17 [Vaccines],17.14,Measles Rubella (MR),4. Stock Distributed,Kancheepuram,176830.0
M17 [Vaccines],17.14,Measles Rubella (MR),5. Total Stock,Kancheepuram,26160.0
M18 [Family Planning],18.1,IUD 380 A,1. Balance From Previous Month,Kancheepuram,55300.0
M18 [Family Planning],18.1,IUD 380 A,2. Stocks Received,Kancheepuram,9100.0
M18 [Family Planning],18.1,IUD 380 A,3. Unusable Stock,Kancheepuram,0.0
M18 [Family Planning],18.1,IUD 380 A,4. Stock Distributed,Kancheepuram,9576.0
M18 [Family Planning],18.1,IUD 380 A,5. Total Stock,Kancheepuram,54824.0
M18 [Family Planning],18.2,IUD 375 A,1. Balance From Previous Month,Kancheepuram,10380.0
M18 [Family Planning],18.2,IUD 375 A,2. Stocks Received,Kancheepuram,1800.0
M18 [Family Planning],18.2,IUD 375 A,3. Unusable Stock,Kancheepuram,0.0
M18 [Family Planning],18.2,IUD 375 A,4. Stock Distributed,Kancheepuram,2786.0
M18 [Family Planning],18.2,IUD 375 A,5. Total Stock,Kancheepuram,9394.0
M18 [Family Planning],18.3,Condoms,1. Balance From Previous Month,Kancheepuram,8323343.0
M18 [Family Planning],18.3,Condoms,2. Stocks Received,Kancheepuram,94500.0
M18 [Family Planning],18.3,Condoms,3. Unusable Stock,Kancheepuram,0.0
M18 [Family Planning],18.3,Condoms,4. Stock Distributed,Kancheepuram,281895.0
M18 [Family Planning],18.3,Condoms,5. Total Stock,Kancheepuram,8135948.0
M18 [Family Planning],18.4,Oral Contraceptive,1. Balance From Previous Month,Kancheepuram,272359.0
M18 [Family Planning],18.4,Oral Contraceptive,2. Stocks Received,Kancheepuram,14600.0
M18 [Family Planning],18.4,Oral Contraceptive,3. Unusable Stock,Kancheepuram,0.0
M18 [Family Planning],18.4,Oral Contraceptive,4. Stock Distributed,Kancheepuram,18927.0
M18 [Family Planning],18.4,Oral Contraceptive,5. Total Stock,Kancheepuram,268032.0
M18 [Family Planning],18.5,Emergency Contraceptive Pills,1. Balance From Previous Month,Kancheepuram,47744.0
M18 [Family Planning],18.5,Emergency Contraceptive Pills,2. Stocks Received,Kancheepuram,2500.0
M18 [Family Planning],18.5,Emergency Contraceptive Pills,3. Unusable Stock,Kancheepuram,0.0
M18 [Family Planning],18.5,Emergency Contraceptive Pills,4. Stock Distributed,Kancheepuram,265.0
M18 [Family Planning],18.5,Emergency Contraceptive Pills,5. Total Stock,Kancheepuram,49979.0
M18 [Family Planning],18.6,Centchroman weekly pills,1. Balance From Previous Month,Kancheepuram,39521.0
M18 [Family Planning],18.6,Centchroman weekly pills,2. Stocks Received,Kancheepuram,600.0
M18 [Family Planning],18.6,Centchroman weekly pills,3. Unusable Stock,Kancheepuram,0.0
M18 [Family Planning],18.6,Centchroman weekly pills,4. Stock Distributed,Kancheepuram,1961.0
M18 [Family Planning],18.6,Centchroman weekly pills,5. Total Stock,Kancheepuram,38160.0
M18 [Family Planning],18.7,Injectable Contraceptive MPA (Vials),1. Balance From Previous Month,Kancheepuram,27319.0
M18 [Family Planning],18.7,Injectable Contraceptive MPA (Vials),2. Stocks Received,Kancheepuram,3840.0
M18 [Family Planning],18.7,Injectable Contraceptive MPA (Vials),3. Unusable Stock,Kancheepuram,0.0
M18 [Family Planning],18.7,Injectable Contraceptive MPA (Vials),4. Stock Distributed,Kancheepuram,771.0
M18 [Family Planning],18.7,Injectable Contraceptive MPA (Vials),5. Total Stock,Kancheepuram,30388.0
M18 [Family Planning],18.8,Tubal rings,1. Balance From Previous Month,Kancheepuram,14355.0
M18 [Family Planning],18.8,Tubal rings,2. Stocks Received,Kancheepuram,2800.0
M18 [Family Planning],18.8,Tubal rings,3. Unusable Stock,Kancheepuram,0.0
M18 [Family Planning],18.8,Tubal rings,4. Stock Distributed,Kancheepuram,2867.0
M18 [Family Planning],18.8,Tubal rings,5. Total Stock,Kancheepuram,14288.0
M18 [Family Planning],18.9,Pregnancy testing Kits (Nischay Kits),1. Balance From Previous Month,Kancheepuram,320475.0
M18 [Family Planning],18.9,Pregnancy testing Kits (Nischay Kits),2. Stocks Received,Kancheepuram,26000.0
M18 [Family Planning],18.9,Pregnancy testing Kits (Nischay Kits),3. Unusable Stock,Kancheepuram,0.0
M18 [Family Planning],18.9,Pregnancy testing Kits (Nischay Kits),4. Stock Distributed,Kancheepuram,27918.0
M18 [Family Planning],18.9,Pregnancy testing Kits (Nischay Kits),5. Total Stock,Kancheepuram,318557.0
M19 [Other Items],19.1,Gloves,1. Balance From Previous Month,Kancheepuram,
M19 [Other Items],19.1,Gloves,2. Stocks Received,Kancheepuram,176525.0
M19 [Other Items],19.1,Gloves,3. Unusable Stock,Kancheepuram,
M19 [Other Items],19.1,Gloves,4. Stock Distributed,Kancheepuram,176525.0
M19 [Other Items],19.1,Gloves,5. Total Stock,Kancheepuram,0.0
M19 [Other Items],19.2,MVA Syringes,1. Balance From Previous Month,Kancheepuram,
M19 [Other Items],19.2,MVA Syringes,2. Stocks Received,Kancheepuram,
M19 [Other Items],19.2,MVA Syringes,3. Unusable Stock,Kancheepuram,
M19 [Other Items],19.2,MVA Syringes,4. Stock Distributed,Kancheepuram,
M19 [Other Items],19.2,MVA Syringes,5. Total Stock,Kancheepuram,0.0
M19 [Other Items],19.3,Tab. Fluconazole,1. Balance From Previous Month,Kancheepuram,
M19 [Other Items],19.3,Tab. Fluconazole,2. Stocks Received,Kancheepuram,51200.0
M19 [Other Items],19.3,Tab. Fluconazole,3. Unusable Stock,Kancheepuram,
M19 [Other Items],19.3,Tab. Fluconazole,4. Stock Distributed,Kancheepuram,51200.0
M19 [Other Items],19.3,Tab. Fluconazole,5. Total Stock,Kancheepuram,0.0
M19 [Other Items],19.4,Blood Transfusion sets,1. Balance From Previous Month,Kancheepuram,
M19 [Other Items],19.4,Blood Transfusion sets,2. Stocks Received,Kancheepuram,26660.0
M19 [Other Items],19.4,Blood Transfusion sets,3. Unusable Stock,Kancheepuram,
M19 [Other Items],19.4,Blood Transfusion sets,4. Stock Distributed,Kancheepuram,26660.0
M19 [Other Items],19.4,Blood Transfusion sets,5. Total Stock,Kancheepuram,0.0
M19 [Other Items],19.5,Gluteraldehyde 2%,1. Balance From Previous Month,Kancheepuram,
M19 [Other Items],19.5,Gluteraldehyde 2%,2. Stocks Received,Kancheepuram,3900.0
M19 [Other Items],19.5,Gluteraldehyde 2%,3. Unusable Stock,Kancheepuram,
M19 [Other Items],19.5,Gluteraldehyde 2%,4. Stock Distributed,Kancheepuram,3900.0
M19 [Other Items],19.5,Gluteraldehyde 2%,5. Total Stock,Kancheepuram,0.0
M19 [Other Items],19.6,IFA tablets ( Adult),1. Balance From Previous Month,Kancheepuram,
M19 [Other Items],19.6,IFA tablets ( Adult),2. Stocks Received,Kancheepuram,5163500.0
M19 [Other Items],19.6,IFA tablets ( Adult),3. Unusable Stock,Kancheepuram,
M19 [Other Items],19.6,IFA tablets ( Adult),4. Stock Distributed,Kancheepuram,5163500.0
M19 [Other Items],19.6,IFA tablets ( Adult),5. Total Stock,Kancheepuram,0.0
M19 [Other Items],19.7,IFA - Blue ( Adolescent 10-19 yrs),1. Balance From Previous Month,Kancheepuram,29451217.0
M19 [Other Items],19.7,IFA - Blue ( Adolescent 10-19 yrs),2. Stocks Received,Kancheepuram,6858780.0
M19 [Other Items],19.7,IFA - Blue ( Adolescent 10-19 yrs),3. Unusable Stock,Kancheepuram,0.0
M19 [Other Items],19.7,IFA - Blue ( Adolescent 10-19 yrs),4. Stock Distributed,Kancheepuram,4522594.0
M19 [Other Items],19.7,IFA - Blue ( Adolescent 10-19 yrs),5. Total Stock,Kancheepuram,31787403.0
M19 [Other Items],19.8,IFA- Pink ( Junior 6-10 yrs),1. Balance From Previous Month,Kancheepuram,
M19 [Other Items],19.8,IFA- Pink ( Junior 6-10 yrs),2. Stocks Received,Kancheepuram,2173600.0
M19 [Other Items],19.8,IFA- Pink ( Junior 6-10 yrs),3. Unusable Stock,Kancheepuram,
M19 [Other Items],19.8,IFA- Pink ( Junior 6-10 yrs),4. Stock Distributed,Kancheepuram,711360.0
M19 [Other Items],19.8,IFA- Pink ( Junior 6-10 yrs),5. Total Stock,Kancheepuram,1462240.0
M19 [Other Items],19.9,IFA Syrup (Paediatric),1. Balance From Previous Month,Kancheepuram,
M19 [Other Items],19.9,IFA Syrup (Paediatric),2. Stocks Received,Kancheepuram,290400.0
M19 [Other Items],19.9,IFA Syrup (Paediatric),3. Unusable Stock,Kancheepuram,
M19 [Other Items],19.9,IFA Syrup (Paediatric),4. Stock Distributed,Kancheepuram,290400.0
M19 [Other Items],19.9,IFA Syrup (Paediatric),5. Total Stock,Kancheepuram,0.0
M19 [Other Items],19.1,Paediatrics Antibiotics ( Amoxycillin and Injectable Gentamicin),1. Balance From Previous Month,Kancheepuram,
M19 [Other Items],19.1,Paediatrics Antibiotics ( Amoxycillin and Injectable Gentamicin),2. Stocks Received,Kancheepuram,
M19 [Other Items],19.1,Paediatrics Antibiotics ( Amoxycillin and Injectable Gentamicin),3. Unusable Stock,Kancheepuram,
M19 [Other Items],19.1,Paediatrics Antibiotics ( Amoxycillin and Injectable Gentamicin),4. Stock Distributed,Kancheepuram,
M19 [Other Items],19.1,Paediatrics Antibiotics ( Amoxycillin and Injectable Gentamicin),5. Total Stock,Kancheepuram,0.0
M19 [Other Items],19.11,Vit A syrup,1. Balance From Previous Month,Kancheepuram,
M19 [Other Items],19.11,Vit A syrup,2. Stocks Received,Kancheepuram,169250.0
M19 [Other Items],19.11,Vit A syrup,3. Unusable Stock,Kancheepuram,
M19 [Other Items],19.11,Vit A syrup,4. Stock Distributed,Kancheepuram,169250.0
M19 [Other Items],19.11,Vit A syrup,5. Total Stock,Kancheepuram,0.0
M19 [Other Items],19.12,ORS (New WHO),1. Balance From Previous Month,Kancheepuram,
M19 [Other Items],19.12,ORS (New WHO),2. Stocks Received,Kancheepuram,120000.0
M19 [Other Items],19.12,ORS (New WHO),3. Unusable Stock,Kancheepuram,
M19 [Other Items],19.12,ORS (New WHO),4. Stock Distributed,Kancheepuram,120000.0
M19 [Other Items],19.12,ORS (New WHO),5. Total Stock,Kancheepuram,0.0
M19 [Other Items],19.13,RTI /STI colour coded syndromic kits ( I to VII),1. Balance From Previous Month,Kancheepuram,
M19 [Other Items],19.13,RTI /STI colour coded syndromic kits ( I to VII),2. Stocks Received,Kancheepuram,
